%  columns="iteration, evaluation, void, void, void, xmean" (startseed=210379, 2014/11/26 10:38:4.79)
0 1 0 0 0 1.772872e-01 4.133949e-01 -2.149009e-01 1.210022e+00 -1.201181e+00 1.198376e+00 
1 10 0 0 0 1.791563e+00 -4.619292e-01 -2.188618e-01 1.215937e+00 -1.192978e+00 1.198145e+00 
2 19 0 0 0 1.375775e+00 5.082418e-01 -2.117439e-01 1.219252e+00 -1.187355e+00 1.200531e+00 
3 28 0 0 0 1.323549e+00 4.970874e-02 -2.191548e-01 1.224000e+00 -1.191609e+00 1.202636e+00 
4 37 0 0 0 -4.778093e-02 1.528667e-01 -2.182199e-01 1.227234e+00 -1.198197e+00 1.201797e+00 
5 46 0 0 0 2.196064e-01 -1.534416e-01 -2.390241e-01 1.226315e+00 -1.196948e+00 1.203343e+00 
6 55 0 0 0 1.194650e+00 5.671024e-02 -2.758926e-01 1.228376e+00 -1.189435e+00 1.204509e+00 
7 64 0 0 0 1.985674e+00 9.258186e-01 -3.148876e-01 1.234398e+00 -1.188811e+00 1.205921e+00 
8 73 0 0 0 3.698352e-01 -1.411270e-01 -3.740681e-01 1.234810e+00 -1.189672e+00 1.206083e+00 
9 82 0 0 0 9.463693e-01 -9.353591e-01 -3.913812e-01 1.233014e+00 -1.198767e+00 1.203544e+00 
10 91 0 0 0 5.666866e-01 -7.124621e-02 -3.334265e-01 1.230703e+00 -1.197928e+00 1.206696e+00 
11 100 0 0 0 1.815202e+00 -4.643375e-01 -3.784918e-01 1.231845e+00 -1.198813e+00 1.203976e+00 
12 109 0 0 0 3.326462e+00 1.058913e+00 -4.013344e-01 1.235549e+00 -1.207755e+00 1.205729e+00 
13 118 0 0 0 4.150212e+00 1.102616e+00 -3.944083e-01 1.228018e+00 -1.200213e+00 1.205190e+00 
14 127 0 0 0 3.473829e+00 1.644870e+00 -3.987707e-01 1.227373e+00 -1.194721e+00 1.206137e+00 
15 136 0 0 0 1.557110e+00 9.830303e-01 -4.394914e-01 1.229220e+00 -1.199910e+00 1.204874e+00 
16 145 0 0 0 1.612677e+00 5.253391e-01 -5.099855e-01 1.227665e+00 -1.206460e+00 1.202851e+00 
17 154 0 0 0 8.008543e-01 5.875500e-01 -4.591271e-01 1.223454e+00 -1.200865e+00 1.199415e+00 
18 163 0 0 0 1.153784e+00 5.618819e-01 -4.025697e-01 1.224682e+00 -1.191303e+00 1.200725e+00 
19 172 0 0 0 4.717256e-01 1.771334e-01 -4.105968e-01 1.219487e+00 -1.182064e+00 1.199911e+00 
